Location,OriginalTweet,ScreenName,Sentiment,TweetAt,UserName,annotation_id,annotator,created_at,id,lead_time,table_value_1,updated_at,AutoLabel
"Worcester, England",The poorer people in the country are already suffering enough by buying what they can afford when they can afford it without stupid cunts stock piling food and essentials. Have some decency and sense you pricks. #Covid_19 #CoronavirusPandemic https://t.co/vPs79hXOM5,45851,Negative,12-03-2020,899,,,,,,,,Отрицательно
United States,"@Fly_Norwegian I skipped dealing with you guys filed a complaint with Aviation Consumer Protection Division
Office of Aviation Enforcement and Proceedings!
AND THEN
I filed a charge back with American Express
GOODBYE
#boycottnorwegian #italy #Co",45852,Negative,12-03-2020,900,,,,,,,,Отрицательно
"DLT & ILP, Not Really",The #cryptomarket is PROBABLY selling off due to people cashing out in order to stock up on food &amp; supplies to ride out #covid-19. We haven't sold core holdings in years. Trying to explain the psychology in simplest terms,45853,Neutral,12-03-2020,901,,,,,,,,Отрицательно
"New York, USA",Went to the grocery store to pick up some things and people are actually losing it over the #coronavirus #CoronavirusPandemic #Covid_19 https://t.co/DnM0zapxH7,45854,Negative,12-03-2020,902,,,,,,,,Отрицательно
"Treviso, Italy","Queue to enter the local supermarket. Ordered, somber, and one meter apart as directed. Fully stocked here in Treviso. No panic. Just taking it day by day. #Covid_19 #COVID19 #CoronaOutbreak #CoronaVirusUpdate #coronavirusitalia https://t.co/Sbx3xtll6i",45855,Extremely Negative,12-03-2020,903,,,,,,,,Очень отрицательно
"New York, NY","alright #coronavirus you can fuq with my commute, fuq with mandatory wfh + even fuq with my online shopping addiction to china but you cannot FUQ WITH @tomhanks",45856,Positive,12-03-2020,904,,,,,,,,Отрицательно
Jamaica,The Corona Convo In the Supermarket ??? She called the police ? #CoronaVirusUpdate #Covid_19 #CoronavirusPandemic #Jamaica https://t.co/TcTs9RivwZ,45857,Neutral,12-03-2020,905,,,,,,,,Отрицательно
,"Coronavirus got Boomers stocking their doomsday bunkers... meanwhile millennials are online shopping for bathing suits for the five island trip they just booked on Spirit for $130. @KHJ_Esq
 And iGens are hoping schools extend spring break  #youthministry #coronavirus https://t.co/9KgBpW6PnO",45858,Positive,12-03-2020,906,,,,,,,,Отрицательно
"Indiana, USA",Airlines grounded. Stock market plummeting. Events cancelled. Threat of food shortages. #Covid_19 is like a test run for the #GreenNewDeal. Upshot. Carbon footprint for the US is going to look great. @AOC,45859,Positive,12-03-2020,907,,,,,,,,Отрицательно
"Seattle, WA","If you can afford to do it, you should consider buying extra at the grocery store and donating it to local food banks or donate that money to your favorite local charity. Times are about to even tighter for lots of families...
#schoolclosings #Covid_19",45860,Extremely Positive,12-03-2020,908,,,,,,,,Отрицательно
,"@JGreenblattADL BEST WAY TO DEAL WITH COVID-19:
1. Announce to the country a chosen date to suspend all activities for one month (give people time to stock on food supplies, meds, etc.)
2. Quarantine everyone at home, except sick people and emergency ",45861,Negative,12-03-2020,909,,,,,,,,Отрицательно
London/Midlands UK,Found myself standing in aisle in supermarket staring at empty shelves of toilets rolls and soap. Weve seen what fear does politically in elections. Shouldnt be surprised at the frenzy at supermarkets #COVID19 #Covid_19 #CoronavirusPandemic,45862,Extremely Negative,12-03-2020,910,,,,,,,,Очень отрицательно
,"Irony of everybody panic buying,  everybody is wedged into a supermarket #Covid_19",45863,Negative,12-03-2020,911,,,,,,,,Очень отрицательно
VA,Headed to the grocery store this afternoon to stock up on non perishable food. COVID-19 is a distraction from something big coming. #beaware #bevigilant,45864,Negative,12-03-2020,912,,,,,,,,Отрицательно
,"My country has gone into a lockdown. Stay safe everyone wash your hands daily, use hand sanitizer and make sure elders have spare food in shops! Panic spree shopping left elders with very little food ? #Covid_19",45865,Extremely Positive,12-03-2020,913,,,,,,,,Положительно
Liberland,"@business producers exploiting the fear from #Covid_19 ..prices rises 1000X for hand sanitizers, masks/toilet papers/rice/canned food/beans....hackers are a bit late jumping into the party,  as #CoronaOutbreak went global... wh/ all of them goods are  mad",45866,Negative,12-03-2020,914,,,,,,,,Положительно
"Pune, Maharashtra","Lock down #india for 30 days, close everything, financial market, stock market bank, give 2 days to Indians to store food, when all in control than in later months ask to work on #sunday, it will control #coronavirus @PMOIndia @narendramodi @PiyushGoyal @MoHFW_INDIA",45867,Neutral,12-03-2020,915,,,,,,,,Отрицательно
 kilkenny. ,"The person who stereotyped irish people as laidback and chill clearly hasn't stepped into a supermarket in the midst of a storm or a pandemic. If you are gonna do your shop in the coming days, get what you need, and be mindful of others. #Covid_19",45868,Positive,12-03-2020,916,,,,,,,,Отрицательно
,#BBCqt @MattHancock and his supermarket lie comming up again #Covid_19,45869,Neutral,12-03-2020,917,,,,,,,,Отрицательно
Toronto,There's massive lineups at grocery stores in Toronto today like at this No Frills on Front St. #Toronto #NoFrills #Covid_19 ? @canchakir https://t.co/rdt4NQWgsq,45870,Positive,12-03-2020,918,,,,,,,,Отрицательно
DTX,waiting for the retail store e-mails to start rolling in with the Use Promo Code COVID-19 for 19% discount,45871,Neutral,12-03-2020,919,,,,,,,,Отрицательно
"Brisbane, Queensland","The businessDEPOT team shares what they would be suggesting you do as a business owner if your business is being affected by #Coronavirus directly, or indirectly through reduced consumer or business confidence. Read more: https://t.co/Xro3aEB3vl

#sme #smallbusiness",45872,Positive,12-03-2020,920,,,,,,,,Отрицательно
Socially Distanced in NC,"Please stop mocking folks who stock up on food and personal care products in the face of #CoronaVirus #COVID19. #Trump made it clear that he doesnt care and wont help, so theyre protecting their families their way. Its one small bit of mastery and control in terrifying times. https://t.co/cx75ax4wIB",45873,Extremely Positive,12-03-2020,921,,,,,,,,Очень положительно
United States,I went to cvs couldnt find any water at all so I went to gelsons and found very little water but guess what the prices for a gallon that usually runs .98cents is $3.99 now ? WTF #AMERICA SERIOUSLY!!!!! #greed #pricegouging #ShameOnYou #Covid_19 https://t.co/7z7TM6xMZ7,45874,Extremely Negative,12-03-2020,922,,,,,,,,Отрицательно
United States,"Every store upon hearing all #dearcorporate travel has been suspended due to #coronavirus for the next two weeks.
#partytime #Retail #retaillife https://t.co/g8hmg9JUPv",45875,Negative,12-03-2020,923,,,,,,,,Отрицательно
"Arkansas, USA","So, where was all this persecuting price gougers during the bitcoin mining gouging of video card prices? ?? #gaming #bitcoinmining #Covid_19 #coronavirus",45876,Negative,12-03-2020,924,,,,,,,,Отрицательно
"Erie, CO",So happy my supermarket has some toilet paper alternatives available today!! #tpgate #Covid_19 https://t.co/rzsXHXXTSR,45877,Extremely Positive,12-03-2020,925,,,,,,,,Отрицательно
"Wisconsin, USA","What impact will #COVID2019 have on #consumerbehavior?

https://t.co/CXvYWaApeB",45878,Neutral,12-03-2020,926,,,,,,,,Отрицательно
,"No need to stockpile toilet paper, it doesnt kill the Covid-19. Have Tylenol, Ibuprofen, Gatorade, juice, soup and food in stock... that will help if quarantined. https://t.co/LWjUSWvc1B #covid19Canada #CoronavirusPandemic",45879,Extremely Negative,12-03-2020,927,,,,,,,,Отрицательно
,Sephora has free shipping online now until the end of March bc ppl are probably more comfortable shopping online instead of in stores due to COVID-19,45880,Extremely Positive,12-03-2020,928,,,,,,,,Отрицательно
Liverpool,"You've emptied the shelves of bog roll and pasta but left all the jars of sauces.. Tinned foods, frozen foods and every other non perishable in the supermarket?
#Covid_19 https://t.co/oN1ZFwjKgH",45881,Negative,12-03-2020,929,,,,,,,,Отрицательно
,"Movie that remind me of the coronavirus part 1 Contagion, I am legend, World War Z, and 28 Days later. ? #Contagion #IamLegend #WorldWarZ #28DaysLater #CoronavirusPandemic #CoronaOutbreak #Coronavirus https://t.co/sWORm0acTA",45882,Extremely Negative,12-03-2020,930,,,,,,,,Отрицательно
"Cardiff, Wales",So I reached out on my local Facebook group to try and help pop to the shops etc for people who are elderly or self isolating from #Coronavirus - many wont be online AND I would not make things worse by taking people contaminated shopping ? Anyone have any tips or guidance?,45883,Extremely Positive,12-03-2020,931,,,,,,,,Отрицательно
,"@AHARMumbai Many hotels in Mumbai r usin diluted liquid soap, detergent powder etc as substitute 2 undiluted liquid soap. Is it 2 much 2 ask 4 good hygiene practices,as a consumer, in #COVID2019 in densely populated metro like Mumbai? Cost cutting at what",45884,Positive,12-03-2020,932,,,,,,,,Отрицательно
"California, USA",Yet we supermarket employees still have to go to work. Helloooo....?? What about US? #Covid_19,45885,Neutral,12-03-2020,933,,,,,,,,Отрицательно
"Ohio, USA","I just returned from the grocery store.  Shelves are half-empty, no toilet paper, no ground beef, no cleaning supplies and lines to the middle of the aisles with all registers open.  
This is going to get nuts. 
#Covid_19 #CoronaVirusUpdate #CoronavirusPandemic",45886,Extremely Negative,12-03-2020,934,,,,,,,,Очень отрицательно
,"#Covid_19   
In Turkey  , food prices increased by 100% :(  ...
virus outbreak unknown.  
no clear information is provided by the authorities",45887,Positive,12-03-2020,935,,,,,,,,Отрицательно
marrakech,"Dear #StockMarketCrash2020 did you know that in the real world the markets don't crash when there are no buyers? They just close  for a while to control the prices and avoid a disaster, Specially when it's anticipated #Covid_19 #CoronavirusPandemic #?????_?????? #lockdown",45888,Extremely Negative,12-03-2020,936,,,,,,,,Отрицательно
,Popped into the supermarket earlier......... should I be stock piling ?  I feel Im missing out.. #Covid_19 #peerpressure #CoronavirusOutbreak https://t.co/HZYmX58Oja,45889,Negative,12-03-2020,937,,,,,,,,Отрицательно
"South West, England","Watching @BorisJohnson talk about people staying at home with symptoms....I got served today by someone in a supermarket who did not stop coughing...people could hear it, his managers must have heard him?? People WONT stay at home unless forced too! People need money! #Covid_19",45890,Negative,12-03-2020,938,,,,,,,,Отрицательно
"Bend, OR",Im seriously so confused like should I stock up on food today? Are we going into lockdown? Someone plz explain #Covid_19,45891,Negative,12-03-2020,939,,,,,,,,Отрицательно
